level_0,Site,SAN,LAN,player,from_and_piece,to_and_result,from,to,piece_moved,action,index,player_name,result,match_name,piece_id,killed
86,Hastings ENG,Nxe4,Nf2xe4,white,Nf2,e4,f2,e4,Knight,kill,88,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-N-g,B-N-g
87,Hastings ENG,Qxe4,Qe2xe4,black,Qe2,e4,e2,e4,Queen,kill,89,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-P-b,W-N-g
88,Hastings ENG,d6,d5-d6,white,d5,d6,d5,d6,Pawn,move,90,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-P-d,
89,Hastings ENG,cxd6,c7xd6,black,c7,d6,c7,d6,Pawn,kill,91,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-P-c,W-P-d
90,Hastings ENG,f6,f5-f6,white,f5,f6,f5,f6,Pawn,move,92,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-P-g,
91,Hastings ENG,gxf6,g7xf6,black,g7,f6,g7,f6,Pawn,kill,93,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-P-g,W-P-g
92,Hastings ENG,Rd2,Rh2-d2,white,Rh2,d2,h2,d2,Rook,move,94,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-R-h,
93,Hastings ENG,Qe2,Qe4-e2,black,Qe4,e2,e4,e2,Queen,move,95,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-P-b,
94,Hastings ENG,Rxe2,Rd2xe2,white,Rd2,e2,d2,e2,Rook,kill,96,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-R-h,B-P-b
95,Hastings ENG,fxe2,f3xe2,black,f3,e2,f3,e2,Pawn,kill,97,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-P-e,W-R-h
96,Hastings ENG,Kf2,Kg1-f2,white,Kg1,f2,g1,f2,King,move,98,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-K,
97,Hastings ENG,exf1=Q+,e2xf1=Q+,black,e2,f1=Q+,e2,f1,Pawn,kill,99,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-P-e,W-N-b
98,Hastings ENG,Kxf1,Kf2xf1,white,Kf2,f1,f2,f1,King,kill,100,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-K,B-P-e
99,Hastings ENG,Kg7,Kh7-g7,black,Kh7,g7,h7,g7,King,move,101,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-K,
100,Hastings ENG,Ke2,Kf1-e2,white,Kf1,e2,f1,e2,King,move,102,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-K,
101,Hastings ENG,Kf7,Kg7-f7,black,Kg7,f7,g7,f7,King,move,103,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-K,
102,Hastings ENG,Ke3,Ke2-e3,white,Ke2,e3,e2,e3,King,move,104,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-K,
103,Hastings ENG,Ke6,Kf7-e6,black,Kf7,e6,f7,e6,King,move,105,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-K,
104,Hastings ENG,Ke4,Ke3-e4,white,Ke3,e4,e3,e4,King,move,106,Efim Bogoljubov,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),W-K,
105,Hastings ENG,d5+,d6-d5+,black,d6,d5+,d6,d5,Pawn,check,107,Alexander Alekhine,black wins,Efim Bogoljubov (white) vs Alexander Alekhine (black),B-P-c,
